2023-12-12 01:53:02.649436	https://www.encodeproject.org/report/?type=Annotation&encyclopedia_version=current&annotation_type=candidate+Cis-Regulatory+Elements&annotation_type=chromatin+state&annotation_type=representative+DNase+hypersensitivity+sites&status=released&software_used.software.name=chromhmm&limit=all
ID	Accession	Targets	Target	Biosample term name	Description	Lab	Project	Status	Organism	Life stage	Age	Age units	Software used	Annotation treatment
/annotations/ENCSR684MVI/	ENCSR684MVI			endothelial cell of umbilical vein	ChromHMM 18-state model of BSS00296: endothelial cell of umbilical vein male newborn from donor(s) ENCDO342AAA,ENCDO551FXN	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR059VXW/	ENCSR059VXW			gastrocnemius medialis	ChromHMM 18-state model of BSS00379: gastrocnemius medialis male adult (54 years) from donor(s) ENCDO451RUA	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	adult	54	year	chromhmm	
/annotations/ENCSR502DNX/	ENCSR502DNX			GM18507	ChromHMM 18-state model of BSS00462: GM18507 from donor(s) ENCDO000ACG	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR222DEQ/	ENCSR222DEQ			HeLa-S3	ChromHMM 18-state model of BSS00541: HeLa-S3 treated with interferon alpha for 4 hours from donor(s) ENCDO000AAB	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR133JYW/	ENCSR133JYW			brain	ChromHMM 18-state model of BSS00134: brain female embryo (17 weeks) from donor(s) ENCDO030VWZ,ENCDO981EWY	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR373WYJ/	ENCSR373WYJ			muscle of leg	ChromHMM 18-state model of BSS01324: muscle of leg male embryo (104 days) from donor(s) ENCDO024JHT	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	104	day	chromhmm	
/annotations/ENCSR604QQB/	ENCSR604QQB			small intestine	ChromHMM 18-state model of BSS01590: small intestine female embryo (105 days) from donor(s) ENCDO718LHH	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	105	day	chromhmm	
/annotations/ENCSR230XEG/	ENCSR230XEG			iPS DF 6.9	ChromHMM 18-state model of BSS00734: iPS DF 6.9 male newborn from donor(s) ENCDO592CQV	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR905TBD/	ENCSR905TBD			lung	ChromHMM 18-state model of BSS01202: lung male embryo (103 days) from donor(s) ENCDO430ZSC	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	103	day	chromhmm	
/annotations/ENCSR105TGB/	ENCSR105TGB			cardiac fibroblast	ChromHMM 18-state model of BSS00166: cardiac fibroblast from donor(s) ENCDO095AAA	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR284PDT/	ENCSR284PDT			placental basal plate	ChromHMM 18-state model of BSS01448: placental basal plate male embryo (38 weeks) from donor(s) ENCDO974LFM	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	38	week	chromhmm	
/annotations/ENCSR951GKD/	ENCSR951GKD			gastrocnemius medialis	ChromHMM 18-state model of BSS00378: gastrocnemius medialis male adult (37 years) from donor(s) ENCDO845WKR	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	adult	37	year	chromhmm	
/annotations/ENCSR379WWC/	ENCSR379WWC			iPS-20b	ChromHMM 18-state model of BSS00739: iPS-20b male adult (55 years) from donor(s) ENCDO175XVW	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	adult	55	year	chromhmm	
/annotations/ENCSR924YHR/	ENCSR924YHR			glomerular endothelial cell	ChromHMM 18-state model of BSS00387: glomerular endothelial cell from donor(s) ENCDO248AAA	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR222ZDU/	ENCSR222ZDU			muscle of leg	ChromHMM 18-state model of BSS01322: muscle of leg female embryo (85 days) from donor(s) ENCDO527XLA	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	85	day	chromhmm	
/annotations/ENCSR813OXO/	ENCSR813OXO			muscle of back	ChromHMM 18-state model of BSS01312: muscle of back male embryo (105 days) from donor(s) ENCDO171HMD	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	105	day	chromhmm	
/annotations/ENCSR862CYS/	ENCSR862CYS			frontal cortex	ChromHMM 18-state model of BSS00371: frontal cortex male adult (27 years) and male adult (35 years) from donor(s) ENCDO006AAA,ENCDO007AAA	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR105FLZ/	ENCSR105FLZ			K562	ChromHMM 18-state model of BSS01057: K562 treated with 1 μM vorinostat for 72 hours from donor(s) ENCDO000AAD	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR059KCD/	ENCSR059KCD			tongue	ChromHMM 18-state model of BSS01846: tongue male embryo (72 days) from donor(s) ENCDO300THQ	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	72	day	chromhmm	
/annotations/ENCSR078UUN/	ENCSR078UUN			placenta	ChromHMM 18-state model of BSS01437: placenta female embryo (108 days) from donor(s) ENCDO012PVK	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	108	day	chromhmm	
/annotations/ENCSR530IRX/	ENCSR530IRX			muscle of trunk	ChromHMM 18-state model of BSS01332: muscle of trunk female embryo (115 days) from donor(s) ENCDO708NQU	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	115	day	chromhmm	
/annotations/ENCSR038OXE/	ENCSR038OXE			kidney	ChromHMM 18-state model of BSS01097: kidney male adult (67 years) from donor(s) ENCDO620KOS	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	adult	67	year	chromhmm	
/annotations/ENCSR913JPD/	ENCSR913JPD			renal cortex interstitium	ChromHMM 18-state model of BSS01489: renal cortex interstitium male embryo (91 day) from donor(s) ENCDO375VTO	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	91	day	chromhmm	
/annotations/ENCSR153YSS/	ENCSR153YSS			caudate nucleus	ChromHMM 18-state model of BSS00174: caudate nucleus male adult (78 years) from donor(s) ENCDO317XRR	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	adult	78	year	chromhmm	
/annotations/ENCSR669WAP/	ENCSR669WAP			spleen	ChromHMM 18-state model of BSS01628: spleen female adult (30 years) from donor(s) ENCDO424HVB	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	adult	30	year	chromhmm	
/annotations/ENCSR594DAH/	ENCSR594DAH			EL	ChromHMM 18-state model of BSS00276: EL from donor(s) ENCDO000AAG	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR026NZB/	ENCSR026NZB			muscle of trunk	ChromHMM 18-state model of BSS01331: muscle of trunk female embryo (113 days) from donor(s) ENCDO676JUB	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	113	day	chromhmm	
/annotations/ENCSR104ZKH/	ENCSR104ZKH			heart	ChromHMM 18-state model of BSS00496: heart embryo (96 days) from donor(s) ENCDO226BUZ	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	96	day	chromhmm	
/annotations/ENCSR466STW/	ENCSR466STW			lung	ChromHMM 18-state model of BSS01205: lung male embryo (82 days) from donor(s) ENCDO023VAX	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	82	day	chromhmm	
/annotations/ENCSR013HDE/	ENCSR013HDE			spleen	ChromHMM 18-state model of BSS01625: spleen embryo (112 days) from donor(s) ENCDO307OVZ	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	112	day	chromhmm	
/annotations/ENCSR454NWA/	ENCSR454NWA			HAP-1	ChromHMM 18-state model of BSS00491: HAP-1 from donor(s) ENCDO763VKT	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR494FNM/	ENCSR494FNM			KBM-7	ChromHMM 18-state model of BSS01066: KBM-7 from donor(s) ENCDO763VKT	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR742APW/	ENCSR742APW			kidney	ChromHMM 18-state model of BSS01084: kidney female embryo (105 days) from donor(s) ENCDO718LHH,ENCDO863KZW	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR524UKA/	ENCSR524UKA			cardiac muscle cell	ChromHMM 18-state model of BSS00170: cardiac muscle cell from donor(s) ENCDO330AAA	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR336ETF/	ENCSR336ETF			myocyte	ChromHMM 18-state model of BSS01338: myocyte originated from LHCN-M2 from donor(s) ENCDO000ACW	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR874BDG/	ENCSR874BDG			iris pigment epithelial cell	ChromHMM 18-state model of BSS00743: iris pigment epithelial cell from donor(s) ENCDO100AAA	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR712MFE/	ENCSR712MFE			renal pelvis	ChromHMM 18-state model of BSS01495: renal pelvis female embryo (89 days) from donor(s) ENCDO076OLG	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	89	day	chromhmm	
/annotations/ENCSR976VOI/	ENCSR976VOI			SK-N-DZ	ChromHMM 18-state model of BSS01554: SK-N-DZ from donor(s) ENCDO340AAA	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR733ZSP/	ENCSR733ZSP			RWPE1	ChromHMM 18-state model of BSS01538: RWPE1 from donor(s) ENCDO000ADM	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR931SIT/	ENCSR931SIT			left renal pelvis	ChromHMM 18-state model of BSS01153: left renal pelvis male embryo (120 days) from donor(s) ENCDO327QNA	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	120	day	chromhmm	
/annotations/ENCSR640YWB/	ENCSR640YWB			A549	ChromHMM 18-state model of BSS00018: A549 treated with 100 nM dexamethasone for 12 hours from donor(s) ENCDO000AAZ	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR972AMY/	ENCSR972AMY			adrenal gland	ChromHMM 18-state model of BSS00051: adrenal gland female embryo (113 days) from donor(s) ENCDO676JUB	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	113	day	chromhmm	
/annotations/ENCSR533ODC/	ENCSR533ODC			adipocyte	ChromHMM 18-state model of BSS00038: adipocyte from donor(s) ENCDO029QEV	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR067UTY/	ENCSR067UTY			A549	ChromHMM 18-state model of BSS00029: A549 treated with 100 nM dexamethasone for 7 hours from donor(s) ENCDO000AAZ	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR395QFR/	ENCSR395QFR			brain	ChromHMM 18-state model of BSS00129: brain female embryo (105 days) from donor(s) ENCDO863KZW	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	105	day	chromhmm	
/annotations/ENCSR597CEI/	ENCSR597CEI			ACC112	ChromHMM 18-state model of BSS00036: ACC112 from donor(s) ENCDO085ZKK	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR387PFB/	ENCSR387PFB			muscle layer of duodenum	ChromHMM 18-state model of BSS01288: muscle layer of duodenum male adult (73 years) from donor(s) ENCDO024FMB	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	adult	73	year	chromhmm	
/annotations/ENCSR242ITQ/	ENCSR242ITQ			transverse colon	ChromHMM 18-state model of BSS01850: transverse colon male adult (37 years) from donor(s) ENCDO845WKR	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	adult	37	year	chromhmm	
/annotations/ENCSR305LNY/	ENCSR305LNY			COLO829	ChromHMM 18-state model of BSS00222: COLO829 from donor(s) ENCDO000ACS	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR841TWZ/	ENCSR841TWZ			transverse colon	ChromHMM 18-state model of BSS01849: transverse colon female adult (53 years) from donor(s) ENCDO793LXB	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	adult	53	year	chromhmm	
/annotations/ENCSR637RNW/	ENCSR637RNW			CWRU1	ChromHMM 18-state model of BSS00244: CWRU1 male from donor(s) ENCDO298AAA	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR206AGJ/	ENCSR206AGJ			Daoy	ChromHMM 18-state model of BSS00246: Daoy from donor(s) ENCDO735HIP	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR106QDP/	ENCSR106QDP			tibial nerve	ChromHMM 18-state model of BSS01841: tibial nerve female adult (53 years) from donor(s) ENCDO793LXB	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	adult	53	year	chromhmm	
/annotations/ENCSR334WQR/	ENCSR334WQR			neuronal stem cell	ChromHMM 18-state model of BSS01372: neural stem progenitor cell originated from H9 from donor(s) ENCDO222AAA	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR011CMT/	ENCSR011CMT			trophoblast cell	ChromHMM 18-state model of BSS01852: trophoblast cell embryo (17 weeks) and embryo (18 weeks) from donor(s) ENCDO070KYQ,ENCDO960IHW	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR591QJU/	ENCSR591QJU			CD8-positive, alpha-beta T cell	ChromHMM 18-state model of BSS00198: CD8-positive_ alpha-beta T cell male adult (28 years) from donor(s) ENCDO273TST	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	adult	28	year	chromhmm	
/annotations/ENCSR320GYG/	ENCSR320GYG			A549	ChromHMM 18-state model of BSS00027: A549 treated with 100 nM dexamethasone for 5 minutes from donor(s) ENCDO000AAZ	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR797TBF/	ENCSR797TBF			common myeloid progenitor, CD34-positive	ChromHMM 18-state model of BSS00231: common myeloid progenitor_ CD34-positive female adult (27 years) from donor(s) ENCDO410ZKA_ENCDO707VTH	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR017EXU/	ENCSR017EXU			chorion	ChromHMM 18-state model of BSS00211: chorion female embryo (40 weeks) from donor(s) ENCDO651ROT	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	40	week	chromhmm	
/annotations/ENCSR295VRM/	ENCSR295VRM			HT1080	ChromHMM 18-state model of BSS00709: HT1080 from donor(s) ENCDO033CRF	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR521EOD/	ENCSR521EOD			AG08396	ChromHMM 18-state model of BSS00064: AG08396 from donor(s) ENCDO016AAA	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR100UND/	ENCSR100UND			brain pericyte	ChromHMM 18-state model of BSS00144: brain pericyte from donor(s) ENCDO228AAA	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR276NAH/	ENCSR276NAH			CMK	ChromHMM 18-state model of BSS00221: CMK from donor(s) ENCDO000AAH	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR310ZRO/	ENCSR310ZRO			iPS-18c	ChromHMM 18-state model of BSS00738: iPS-18c female adult (48 years) from donor(s) ENCDO844VGJ	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	adult	48	year	chromhmm	
/annotations/ENCSR222EJJ/	ENCSR222EJJ			amniotic epithelial cell	ChromHMM 18-state model of BSS00075: amniotic epithelial cell from donor(s) ENCDO102AAA	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR306PCV/	ENCSR306PCV			placenta	ChromHMM 18-state model of BSS01430: placenta embryo (102 days) from donor(s) ENCDO091OEF	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	102	day	chromhmm	
/annotations/ENCSR267YEL/	ENCSR267YEL			astrocyte of the hippocampus	ChromHMM 18-state model of BSS00091: astrocyte of the hippocampus from donor(s) ENCDO223AAA	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR133JXZ/	ENCSR133JXZ			peripheral blood mononuclear cell	ChromHMM 18-state model of BSS01424: peripheral blood mononuclear cell male adult (39 years) from donor(s) ENCDO424KSR	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	adult	39	year	chromhmm	
/annotations/ENCSR038HAG/	ENCSR038HAG			adipocyte	ChromHMM 18-state model of BSS00039: adipocyte originated from mesenchymal stem cell from donor(s) ENCDO477HWZ,ENCDO535TMW	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR378ZMZ/	ENCSR378ZMZ			right kidney	ChromHMM 18-state model of BSS01513: right kidney female embryo (98 days) from donor(s) ENCDO633IHH	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	98	day	chromhmm	
/annotations/ENCSR563FYO/	ENCSR563FYO			muscle of trunk	ChromHMM 18-state model of BSS01334: muscle of trunk female embryo (121 day) from donor(s) ENCDO920LST	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	121	day	chromhmm	
/annotations/ENCSR754PSN/	ENCSR754PSN			muscle of arm	ChromHMM 18-state model of BSS01299: muscle of arm male embryo (115 days) from donor(s) ENCDO999JZG	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	115	day	chromhmm	
/annotations/ENCSR436HTD/	ENCSR436HTD			HuH-7.5	ChromHMM 18-state model of BSS00719: HuH-7.5 from donor(s) ENCDO000ACU	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR205DNO/	ENCSR205DNO			muscle of arm	ChromHMM 18-state model of BSS01298: muscle of arm male embryo (113 days) from donor(s) ENCDO204QQF	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	113	day	chromhmm	
/annotations/ENCSR432KOD/	ENCSR432KOD			upper lobe of left lung	ChromHMM 18-state model of BSS01869: upper lobe of left lung female adult (51 year) from donor(s) ENCDO271OUW	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	adult	51	year	chromhmm	
/annotations/ENCSR365BOG/	ENCSR365BOG			subcutaneous abdominal adipose tissue	ChromHMM 18-state model of BSS01667: subcutaneous abdominal adipose tissue nuclear fraction female adult (49 years) from donor(s) ENCDO622KQK	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	adult	49	year	chromhmm	
/annotations/ENCSR417OEF/	ENCSR417OEF			stromal cell of bone marrow	ChromHMM 18-state model of BSS01661: stromal cell of bone marrow male from donor(s) ENCDO000AAV	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR585AMD/	ENCSR585AMD			T-helper 1 cell	ChromHMM 18-state model of BSS01690: T-helper 1 cell from donor(s) ENCDO174AAA,ENCDO334AAA	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR611FCE/	ENCSR611FCE			stomach	ChromHMM 18-state model of BSS01641: stomach female embryo from donor(s) ENCDO196CPA	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR046BLY/	ENCSR046BLY			VCaP	ChromHMM 18-state model of BSS01888: VCaP from donor(s) ENCDO119FJJ	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR508EHO/	ENCSR508EHO			urinary bladder	ChromHMM 18-state model of BSS01878: urinary bladder male embryo (76 days) from donor(s) ENCDO647EYG	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	76	day	chromhmm	
/annotations/ENCSR100FPO/	ENCSR100FPO			stomach	ChromHMM 18-state model of BSS01657: stomach male embryo (58 days) and male embryo (76 days) from donor(s) ENCDO647EYG,ENCDO652XOU	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR912CRL/	ENCSR912CRL			pons	ChromHMM 18-state model of BSS01451: pons male adult (78 years) from donor(s) ENCDO317XRR	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	adult	78	year	chromhmm	
/annotations/ENCSR410GVU/	ENCSR410GVU			skeletal muscle cell	ChromHMM 18-state model of BSS01572: skeletal muscle cell from donor(s) ENCDO094AAA	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR895NHR/	ENCSR895NHR			trophoblast	ChromHMM 18-state model of BSS01859: trophoblast female embryo (20 weeks) from donor(s) ENCDO865QOI	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	20	week	chromhmm	
/annotations/ENCSR045VTJ/	ENCSR045VTJ			thyroid gland	ChromHMM 18-state model of BSS01835: thyroid gland male adult (54 years) from donor(s) ENCDO451RUA	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	adult	54	year	chromhmm	
/annotations/ENCSR310BRH/	ENCSR310BRH			tibial nerve	ChromHMM 18-state model of BSS01840: tibial nerve female adult (51 year) from donor(s) ENCDO271OUW	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	adult	51	year	chromhmm	
/annotations/ENCSR166VXX/	ENCSR166VXX			stomach	ChromHMM 18-state model of BSS01642: stomach female embryo (105 days) from donor(s) ENCDO766MZV,ENCDO863KZW	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR119VVR/	ENCSR119VVR			thymus	ChromHMM 18-state model of BSS01829: thymus male embryo (127 days) from donor(s) ENCDO859GXV	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	127	day	chromhmm	
/annotations/ENCSR792AVB/	ENCSR792AVB			SU-DHL-6	ChromHMM 18-state model of BSS01664: SU-DHL-6 from donor(s) ENCDO353AAA	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR681OTF/	ENCSR681OTF			thyroid gland	ChromHMM 18-state model of BSS01832: thyroid gland female adult (53 years) from donor(s) ENCDO793LXB	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	adult	53	year	chromhmm	
/annotations/ENCSR397BEX/	ENCSR397BEX			fibroblast of skin of abdomen	ChromHMM 18-state model of BSS00346: fibroblast of skin of abdomen male embryo (97 days) from donor(s) ENCDO576LXR	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	97	day	chromhmm	
/annotations/ENCSR726UEX/	ENCSR726UEX			foreskin keratinocyte	ChromHMM 18-state model of BSS00361: foreskin keratinocyte male newborn (2-4 days) treated with 1.2 mM calcium for 2.5 days from donor(s) ENCDO005EGE,ENCDO615NVN	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR507NDZ/	ENCSR507NDZ			CD4-positive, alpha-beta T cell	ChromHMM 18-state model of BSS00191: CD4-positive_ alpha-beta T cell treated with phorbol 13-acetate 12-myristate _ ionomycin from donor(s) ENCDO194EHQ_ENCDO779YRY	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR254BRB/	ENCSR254BRB			GM06990	ChromHMM 18-state model of BSS00395: GM06990 from donor(s) ENCDO000ABG	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR914ZRB/	ENCSR914ZRB			common myeloid progenitor, CD34-positive	ChromHMM 18-state model of BSS00229: common myeloid progenitor_ CD34-positive from donor(s) ENCDO026AEL_ENCDO208QJJ_ENCDO233GAL_ENCDO266GKW_ENCDO387DVY_ENCDO908ZKJ_ENCDO930ZLO	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR913HQI/	ENCSR913HQI			HTR-8/SVneo	ChromHMM 18-state model of BSS00714: HTR-8/SVneo from donor(s) ENCDO252AAA	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR976ZHN/	ENCSR976ZHN			iPS-NIHi11	ChromHMM 18-state model of BSS00741: iPS-NIHi11 male adult (71 year) originated from AG20443 from donor(s) ENCDO696YOM	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	adult	71	year	chromhmm	
/annotations/ENCSR108EPF/	ENCSR108EPF			peripheral blood mononuclear cell	ChromHMM 18-state model of BSS01423: peripheral blood mononuclear cell male adult (32 years) from donor(s) ENCDO688UPE	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	adult	32	year	chromhmm	
/annotations/ENCSR685UXI/	ENCSR685UXI			HK-2	ChromHMM 18-state model of BSS00701: HK-2 from donor(s) ENCDO592BBN	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR802LQD/	ENCSR802LQD			common myeloid progenitor, CD34-positive	ChromHMM 18-state model of BSS00232: common myeloid progenitor_ CD34-positive female adult (33 years) from donor(s) ENCDO412QUR	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	adult	33	year	chromhmm	
/annotations/ENCSR589NRS/	ENCSR589NRS			left kidney	ChromHMM 18-state model of BSS01130: left kidney female embryo (147 days) from donor(s) ENCDO863JOG	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	147	day	chromhmm	
/annotations/ENCSR628KZM/	ENCSR628KZM			left kidney	ChromHMM 18-state model of BSS01135: left kidney male embryo (87 days) from donor(s) ENCDO126IGB	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	87	day	chromhmm	
/annotations/ENCSR474BKQ/	ENCSR474BKQ			left lung	ChromHMM 18-state model of BSS01147: left lung male embryo (87 days) from donor(s) ENCDO126IGB	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	87	day	chromhmm	
/annotations/ENCSR845ABM/	ENCSR845ABM			SK-MEL-5	ChromHMM 18-state model of BSS01551: SK-MEL-5 from donor(s) ENCDO338AAA	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR371SUL/	ENCSR371SUL			limb	ChromHMM 18-state model of BSS01156: limb embryo (53 days) and embryo (56 days) from donor(s) ENCDO114CJX,ENCDO733WDT,ENCDO870GPO	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR352LOP/	ENCSR352LOP			occipital lobe	ChromHMM 18-state model of BSS01388: occipital lobe male adult (84 years) from donor(s) ENCDO240JUB	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	adult	84	year	chromhmm	
/annotations/ENCSR208DYR/	ENCSR208DYR			dermis microvascular lymphatic vessel endothelial cell	ChromHMM 18-state model of BSS00264: dermis microvascular lymphatic vessel endothelial cell male from donor(s) ENCDO243AAA	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR947PFC/	ENCSR947PFC			trophoblast	ChromHMM 18-state model of BSS01860: trophoblast female embryo (40 weeks) from donor(s) ENCDO601VUB	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	40	week	chromhmm	
/annotations/ENCSR062SWN/	ENCSR062SWN			WI38	ChromHMM 18-state model of BSS01891: WI38 from donor(s) ENCDO000ADU	Manolis Kellis, Broad	ENCODE	released	Homo sapiens				chromhmm	
/annotations/ENCSR668GRH/	ENCSR668GRH			renal cortex interstitium	ChromHMM 18-state model of BSS01484: renal cortex interstitium female embryo (89 days) from donor(s) ENCDO076OLG	Manolis Kellis, Broad	ENCODE	released	Homo sapiens	embryonic	89	day	chromhmm	
